organism_full,std_status,std_tested_list,std_missing_list,count
Escherichia coli,Missing 6,"Cephalosporins, Penicillins","Aminoglycosides, Carbapenems, Fluoroquinolones, Folate pathway antagonists, Lipopeptides, Î²-lactam combination agents",249.0
Escherichia coli,Missing 6,"Cephalosporins, Folate pathway antagonists","Aminoglycosides, Carbapenems, Fluoroquinolones, Lipopeptides, Penicillins, Î²-lactam combination agents",204.0
Escherichia coli,Missing 6,"Carbapenems, Î²-lactam combination agents","Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lipopeptides, Penicillins",156.0
Escherichia coli,Missing 6,"Aminoglycosides, Penicillins","Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lipopeptides, Î²-lactam combination agents",84.0
Escherichia coli,Missing 6,"Fluoroquinolones, Folate pathway antagonists","Aminoglycosides, Carbapenems, Cephalosporins, Lipopeptides, Penicillins, Î²-lactam combination agents",69.0
Escherichia coli,Missing 6,"Aminoglycosides, Î²-lactam combination agents","Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lipopeptides, Penicillins",49.0
Escherichia coli,Missing 6,"Fluoroquinolones, Î²-lactam combination agents","Aminoglycosides, Carbapenems, Cephalosporins, Folate pathway antagonists, Lipopeptides, Penicillins",42.0
Escherichia coli,Missing 6,"Aminoglycosides, Cephalosporins","Carbapenems, Fluoroquinolones, Folate pathway antagonists, Lipopeptides, Penicillins, Î²-lactam combination agents",28.0
Escherichia coli,Missing 6,"Folate pathway antagonists, Î²-lactam combination agents","Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Lipopeptides, Penicillins",28.0
Escherichia coli,Missing 6,"Fluoroquinolones, Penicillins","Aminoglycosides, Carbapenems, Cephalosporins, Folate pathway antagonists, Lipopeptides, Î²-lactam combination agents",21.0
Escherichia coli,Missing 6,"Carbapenems, Penicillins","Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lipopeptides, Î²-lactam combination agents",20.0
Escherichia coli,Missing 6,"Aminoglycosides, Carbapenems","Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lipopeptides, Penicillins, Î²-lactam combination agents",18.0
Escherichia coli,Missing 6,"Aminoglycosides, Fluoroquinolones","Carbapenems, Cephalosporins, Folate pathway antagonists, Lipopeptides, Penicillins, Î²-lactam combination agents",2.0
Escherichia coli,Missing 6,"Fluoroquinolones, Lipopeptides","Aminoglycosides, Carbapenems, Cephalosporins, Folate pathway antagonists, Penicillins, Î²-lactam combination agents",1.0
Escherichia coli,Missing 6,"Folate pathway antagonists, Lipopeptides","Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Penicillins, Î²-lactam combination agents",1.0
Escherichia coli,Missing 7,Cephalosporins,"Aminoglycosides, Carbapenems, Fluoroquinolones, Folate pathway antagonists, Lipopeptides, Penicillins, Î²-lactam combination agents",1614.0
Escherichia coli,Missing 7,Carbapenems,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lipopeptides, Penicillins, Î²-lactam combination agents",1533.0
Escherichia coli,Missing 7,Î²-lactam combination agents,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lipopeptides, Penicillins",1131.0
Escherichia coli,Missing 7,Penicillins,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lipopeptides, Î²-lactam combination agents",753.0
Escherichia coli,Missing 7,Aminoglycosides,"Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lipopeptides, Penicillins, Î²-lactam combination agents",586.0
Escherichia coli,Missing 7,Folate pathway antagonists,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Lipopeptides, Penicillins, Î²-lactam combination agents",244.0
Escherichia coli,Missing 7,Fluoroquinolones,"Aminoglycosides, Carbapenems, Cephalosporins, Folate pathway antagonists, Lipopeptides, Penicillins, Î²-lactam combination agents",101.0
Escherichia coli,Missing 7,Lipopeptides,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Penicillins, Î²-lactam combination agents",10.0
Escherichia coli,Missing 8,,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lipopeptides, Penicillins, Î²-lactam combination agents",5371.0
Klebsiella pneumoniae ,Complete,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lipopeptides, Penicillins, Î²-lactam combination agents",,78574.0
Klebsiella pneumoniae ,Missing 1,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Penicillins, Î²-lactam combination agents",Lipopeptides,189448.0
Klebsiella pneumoniae ,Missing 1,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lipopeptides, Î²-lactam combination agents",Penicillins,16053.0
Klebsiella pneumoniae ,Missing 1,"Aminoglycosides, Carbapenems, Cephalosporins, Folate pathway antagonists, Lipopeptides, Penicillins, Î²-lactam combination agents",Fluoroquinolones,3056.0
Klebsiella pneumoniae ,Missing 1,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Lipopeptides, Penicillins, Î²-lactam combination agents",Folate pathway antagonists,1068.0
Klebsiella pneumoniae ,Missing 1,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lipopeptides, Penicillins",Î²-lactam combination agents,481.0
Klebsiella pneumoniae ,Missing 1,"Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lipopeptides, Penicillins, Î²-lactam combination agents",Aminoglycosides,354.0
Klebsiella pneumoniae ,Missing 1,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lipopeptides, Penicillins, Î²-lactam combination agents",Carbapenems,323.0
Klebsiella pneumoniae ,Missing 1,"Aminoglycosides, Carbapenems, Fluoroquinolones, Folate pathway antagonists, Lipopeptides, Penicillins, Î²-lactam combination agents",Cephalosporins,2.0
Klebsiella pneumoniae ,Missing 2,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Î²-lactam combination agents","Lipopeptides, Penicillins",87078.0
Klebsiella pneumoniae ,Missing 2,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Lipopeptides, Î²-lactam combination agents","Folate pathway antagonists, Penicillins",21119.0
Klebsiella pneumoniae ,Missing 2,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Penicillins, Î²-lactam combination agents","Folate pathway antagonists, Lipopeptides",20847.0
Klebsiella pneumoniae ,Missing 2,"Aminoglycosides, Carbapenems, Cephalosporins, Folate pathway antagonists, Penicillins, Î²-lactam combination agents","Fluoroquinolones, Lipopeptides",10283.0
Klebsiella pneumoniae ,Missing 2,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Penicillins, Î²-lactam combination agents","Carbapenems, Lipopeptides",8551.0
Klebsiella pneumoniae ,Missing 2,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Penicillins","Lipopeptides, Î²-lactam combination agents",3616.0
Klebsiella pneumoniae ,Missing 2,"Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Penicillins, Î²-lactam combination agents","Aminoglycosides, Lipopeptides",1230.0
Klebsiella pneumoniae ,Missing 2,"Aminoglycosides, Carbapenems, Cephalosporins, Folate pathway antagonists, Lipopeptides, Î²-lactam combination agents","Fluoroquinolones, Penicillins",951.0
Klebsiella pneumoniae ,Missing 2,"Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lipopeptides, Î²-lactam combination agents","Aminoglycosides, Penicillins",408.0
Klebsiella pneumoniae ,Missing 2,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Lipopeptides, Penicillins","Folate pathway antagonists, Î²-lactam combination agents",345.0
Klebsiella pneumoniae ,Missing 2,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lipopeptides, Î²-lactam combination agents","Carbapenems, Penicillins",201.0
Klebsiella pneumoniae ,Missing 2,"Aminoglycosides, Carbapenems, Cephalosporins, Lipopeptides, Penicillins, Î²-lactam combination agents","Fluoroquinolones, Folate pathway antagonists",138.0
Klebsiella pneumoniae ,Missing 2,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lipopeptides","Penicillins, Î²-lactam combination agents",130.0
Klebsiella pneumoniae ,Missing 2,"Aminoglycosides, Carbapenems, Fluoroquinolones, Folate pathway antagonists, Penicillins, Î²-lactam combination agents","Cephalosporins, Lipopeptides",64.0
Klebsiella pneumoniae ,Missing 2,"Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lipopeptides, Penicillins","Aminoglycosides, Î²-lactam combination agents",56.0
Klebsiella pneumoniae ,Missing 2,"Carbapenems, Cephalosporins, Fluoroquinolones, Lipopeptides, Penicillins, Î²-lactam combination agents","Aminoglycosides, Folate pathway antagonists",49.0
Klebsiella pneumoniae ,Missing 2,"Aminoglycosides, Cephalosporins, Folate pathway antagonists, Lipopeptides, Penicillins, Î²-lactam combination agents","Carbapenems, Fluoroquinolones",32.0
Klebsiella pneumoniae ,Missing 2,"Carbapenems, Cephalosporins, Folate pathway antagonists, Lipopeptides, Penicillins, Î²-lactam combination agents","Aminoglycosides, Fluoroquinolones",15.0
Klebsiella pneumoniae ,Missing 2,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Lipopeptides, Penicillins, Î²-lactam combination agents","Carbapenems, Folate pathway antagonists",10.0
Klebsiella pneumoniae ,Missing 2,"Aminoglycosides, Carbapenems, Cephalosporins, Folate pathway antagonists, Lipopeptides, Penicillins","Fluoroquinolones, Î²-lactam combination agents",3.0
Klebsiella pneumoniae ,Missing 2,"Aminoglycosides, Carbapenems, Fluoroquinolones, Folate pathway antagonists, Lipopeptides, Î²-lactam combination agents","Cephalosporins, Penicillins",2.0
Klebsiella pneumoniae ,Missing 2,"Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lipopeptides, Penicillins, Î²-lactam combination agents","Aminoglycosides, Carbapenems",2.0
Klebsiella pneumoniae ,Missing 2,"Carbapenems, Fluoroquinolones, Folate pathway antagonists, Lipopeptides, Penicillins, Î²-lactam combination agents","Aminoglycosides, Cephalosporins",1.0
Klebsiella pneumoniae ,Missing 3,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Î²-lactam combination agents","Folate pathway antagonists, Lipopeptides, Penicillins",28152.0
Klebsiella pneumoniae ,Missing 3,"Aminoglycosides, Carbapenems, Cephalosporins, Folate pathway antagonists, Î²-lactam combination agents","Fluoroquinolones, Lipopeptides, Penicillins",9952.0
Klebsiella pneumoniae ,Missing 3,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Penicillins","Carbapenems, Lipopeptides, Î²-lactam combination agents",4454.0
Klebsiella pneumoniae ,Missing 3,"Aminoglycosides, Carbapenems, Cephalosporins, Penicillins, Î²-lactam combination agents","Fluoroquinolones, Folate pathway antagonists, Lipopeptides",3061.0
Klebsiella pneumoniae ,Missing 3,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists","Lipopeptides, Penicillins, Î²-lactam combination agents",2531.0
Klebsiella pneumoniae ,Missing 3,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Î²-lactam combination agents","Carbapenems, Lipopeptides, Penicillins",1615.0
Klebsiella pneumoniae ,Missing 3,"Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Î²-lactam combination agents","Aminoglycosides, Lipopeptides, Penicillins",1590.0
Klebsiella pneumoniae ,Missing 3,"Aminoglycosides, Cephalosporins, Folate pathway antagonists, Penicillins, Î²-lactam combination agents","Carbapenems, Fluoroquinolones, Lipopeptides",1481.0
Klebsiella pneumoniae ,Missing 3,"Aminoglycosides, Carbapenems, Cephalosporins, Lipopeptides, Î²-lactam combination agents","Fluoroquinolones, Folate pathway antagonists, Penicillins",1206.0
Klebsiella pneumoniae ,Missing 3,"Carbapenems, Cephalosporins, Folate pathway antagonists, Lipopeptides, Î²-lactam combination agents","Aminoglycosides, Fluoroquinolones, Penicillins",1185.0
Klebsiella pneumoniae ,Missing 3,"Aminoglycosides, Carbapenems, Cephalosporins, Folate pathway antagonists, Penicillins","Fluoroquinolones, Lipopeptides, Î²-lactam combination agents",1083.0
Klebsiella pneumoniae ,Missing 3,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Penicillins","Folate pathway antagonists, Lipopeptides, Î²-lactam combination agents",953.0
Klebsiella pneumoniae ,Missing 3,"Carbapenems, Cephalosporins, Fluoroquinolones, Lipopeptides, Î²-lactam combination agents","Aminoglycosides, Folate pathway antagonists, Penicillins",381.0
Klebsiella pneumoniae ,Missing 3,"Carbapenems, Cephalosporins, Fluoroquinolones, Penicillins, Î²-lactam combination agents","Aminoglycosides, Folate pathway antagonists, Lipopeptides",241.0
Klebsiella pneumoniae ,Missing 3,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Lipopeptides, Î²-lactam combination agents","Carbapenems, Folate pathway antagonists, Penicillins",179.0
Klebsiella pneumoniae ,Missing 3,"Aminoglycosides, Carbapenems, Cephalosporins, Folate pathway antagonists, Lipopeptides","Fluoroquinolones, Penicillins, Î²-lactam combination agents",140.0
Klebsiella pneumoniae ,Missing 3,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Penicillins, Î²-lactam combination agents","Carbapenems, Folate pathway antagonists, Lipopeptides",133.0
Klebsiella pneumoniae ,Missing 3,"Aminoglycosides, Carbapenems, Cephalosporins, Lipopeptides, Penicillins","Fluoroquinolones, Folate pathway antagonists, Î²-lactam combination agents",121.0
Klebsiella pneumoniae ,Missing 3,"Carbapenems, Cephalosporins, Folate pathway antagonists, Penicillins, Î²-lactam combination agents","Aminoglycosides, Fluoroquinolones, Lipopeptides",89.0
Klebsiella pneumoniae ,Missing 3,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Lipopeptides","Folate pathway antagonists, Penicillins, Î²-lactam combination agents",65.0
Klebsiella pneumoniae ,Missing 3,"Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Penicillins","Aminoglycosides, Lipopeptides, Î²-lactam combination agents",60.0
Klebsiella pneumoniae ,Missing 3,"Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lipopeptides","Aminoglycosides, Penicillins, Î²-lactam combination agents",54.0
Klebsiella pneumoniae ,Missing 3,"Aminoglycosides, Carbapenems, Fluoroquinolones, Penicillins, Î²-lactam combination agents","Cephalosporins, Folate pathway antagonists, Lipopeptides",35.0
Klebsiella pneumoniae ,Missing 3,"Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Penicillins, Î²-lactam combination agents","Aminoglycosides, Carbapenems, Lipopeptides",32.0
Klebsiella pneumoniae ,Missing 3,"Aminoglycosides, Carbapenems, Fluoroquinolones, Folate pathway antagonists, Î²-lactam combination agents","Cephalosporins, Lipopeptides, Penicillins",23.0
Klebsiella pneumoniae ,Missing 3,"Carbapenems, Fluoroquinolones, Folate pathway antagonists, Penicillins, Î²-lactam combination agents","Aminoglycosides, Cephalosporins, Lipopeptides",21.0
Klebsiella pneumoniae ,Missing 3,"Aminoglycosides, Carbapenems, Folate pathway antagonists, Penicillins, Î²-lactam combination agents","Cephalosporins, Fluoroquinolones, Lipopeptides",14.0
Klebsiella pneumoniae ,Missing 3,"Aminoglycosides, Carbapenems, Fluoroquinolones, Lipopeptides, Î²-lactam combination agents","Cephalosporins, Folate pathway antagonists, Penicillins",10.0
Klebsiella pneumoniae ,Missing 3,"Aminoglycosides, Cephalosporins, Folate pathway antagonists, Lipopeptides, Î²-lactam combination agents","Carbapenems, Fluoroquinolones, Penicillins",8.0
Klebsiella pneumoniae ,Missing 3,"Aminoglycosides, Carbapenems, Fluoroquinolones, Folate pathway antagonists, Penicillins","Cephalosporins, Lipopeptides, Î²-lactam combination agents",5.0
Klebsiella pneumoniae ,Missing 3,"Carbapenems, Cephalosporins, Lipopeptides, Penicillins, Î²-lactam combination agents","Aminoglycosides, Fluoroquinolones, Folate pathway antagonists",4.0
